"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2020","2020","EUR","Euro","0","Units",,,366.612,,
"HF3","Household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2021","2021","EUR","Euro","0","Units",,,405.384,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2006","2006","EUR","Euro","6","Millions",,,9.077,"B","Break"
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2007","2007","EUR","Euro","6","Millions",,,9.738,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,8.884,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,8.721,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,9.64,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,9.93,,
"HFTOT","All financing schemes","HC6","Preventive care","HP1","Hospitals","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,9.49,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2003","2003","EUR","Euro","6","Millions",,,7315.06,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2004","2004","EUR","Euro","6","Millions",,,7711.376,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2005","2005","EUR","Euro","6","Millions",,,7873.84,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2006","2006","EUR","Euro","6","Millions",,,7350.813,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2007","2007","EUR","Euro","6","Millions",,,7584.88,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,8047.049,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,8319.363,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,8505.428,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,9036.32,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,9336.559,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2013","2013","EUR","Euro","6","Millions",,,9750.992,"B","Break"
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2014","2014","EUR","Euro","6","Millions",,,9841.954,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2015","2015","EUR","Euro","6","Millions",,,10025.125,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2016","2016","EUR","Euro","6","Millions",,,4747.398,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2017","2017","EUR","Euro","6","Millions",,,4741.883,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2018","2018","EUR","Euro","6","Millions",,,4766.025,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2019","2019","EUR","Euro","6","Millions",,,4769.356,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2020","2020","EUR","Euro","6","Millions",,,4424.27,,
"HF2","Voluntary health care payment schemes","HCTOT","Current expenditure on health (all functions)","HP3","Providers of ambulatory health care","MLLNCU","Current prices","FRA","France","2021","2021","EUR","Euro","6","Millions",,,5373.354,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2003","2003","EUR","Euro","6","Millions",,,11555.691,"B","Break"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2004","2004","EUR","Euro","6","Millions",,,11790.451,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2005","2005","EUR","Euro","6","Millions",,,11916.571,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2006","2006","EUR","Euro","6","Millions",,,11539.543,"B","Break"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2007","2007","EUR","Euro","6","Millions",,,11861.794,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,12406.72,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,12794.267,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,13130.949,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,13527.939,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,13839.255,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2013","2013","EUR","Euro","6","Millions",,,14436.961,"B","Break"
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2014","2014","EUR","Euro","6","Millions",,,14945.608,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2015","2015","EUR","Euro","6","Millions",,,14914.455,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2016","2016","EUR","Euro","6","Millions",,,15058.421,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2017","2017","EUR","Euro","6","Millions",,,15173.262,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2018","2018","EUR","Euro","6","Millions",,,15293.709,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2019","2019","EUR","Euro","6","Millions",,,15163.912,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2020","2020","EUR","Euro","6","Millions",,,15150.591,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","MLLNCU","Current prices","FRA","France","2021","2021","EUR","Euro","6","Millions",,,15401.471,,
